key;title;keywords;abstract;booktitle;year;isbn;reviewers;review_text;pages;author;employer;country
conf/csse/LiangNL08;Relevant Feedback in Content-Based Engineering Drawing Retrieval.;Data Storage|content-based engineering drawing retrieval|relevant feedback|relevant feedback|Data Querying;Numquam non sit sit sit non. Ut est sed amet adipisci sit sit etincidunt. Eius ut eius aliquam ut consectetur. Sit adipisci dolore ut tempora modi porro porro. Neque ut etincidunt est.;CSSE (4);2008;0-613-70935-7;K. Bandy|Shirish Nagaraj|Ethan L. Miller;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;2;Jiang Nan;DeVry Institute of Technology, Chicago;US
conf/ieeehpcs/Neisse09;Trust management in pervasive and service-oriented architectures.;Fintech|Blockchain|Data Management|trust management;Neque consectetur eius aliquam magnam dolor voluptatem. Labore tempora est numquam dolor neque consectetur. Dolorem magnam voluptatem velit magnam non dolore est. Dolorem voluptatem non modi labore non. Consectetur tempora eius eius labore voluptatem consectetur.;HPCS;2009;1-70671-166-2;Kristen Grauman|Carlos A. Reyes García|Dirk J. van der Meer;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Ricardo Neisse;King Faisal University;SA
conf/3dic/FukushimaITK09;Development of a new self-assembled die bonder to three-dimensionally stack known good dies in batch.;Data Processing|Cloud Computing|Data Processing;Modi ut velit adipisci est dolore consectetur numquam. Ipsum neque consectetur porro amet dolor tempora. Amet adipisci consectetur quisquam. Est sed non ut ipsum sit. Voluptatem porro sit modi consectetur. Numquam est labore consectetur modi quiquia velit. Numquam magnam aliquam labore consectetur ut voluptatem. Modi modi dolor numquam aliquam velit. Quisquam adipisci dolorem labore quiquia numquam tempora amet.;3DIC;2009;0-88684-707-9;Tao Huang|Benjamin M. Kandel|Roy D. Patterson;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;20;Eiji Iwata;Fukushima Medical College;JP
conf/siggraph/HayashiNKSY14;Development of cultural capital content using ultra-high resolution images.;GANs|Cloud Computing|GANs|cultural capital content|GANs;Ipsum voluptatem quisquam quaerat est velit adipisci. Quisquam quisquam ut numquam sed tempora modi ut. Eius quaerat consectetur modi velit porro quisquam. Etincidunt magnam etincidunt porro neque numquam quaerat amet. Sed etincidunt tempora eius quiquia dolore. Quisquam est tempora numquam non sit tempora. Eius eius magnam non est quaerat etincidunt adipisci. Sed magnam quiquia dolorem ut eius etincidunt.;SIGGRAPH Posters;2014;1-149-45779-1;Wassim Alexan|Donald R. Sheehy|Jianbin Huang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;22;Kay Yonezawa;Shaheed Zulifkar Ali Bhutto Institute of Science and Technology;PK
conf/mass/GomesC06;Maximizing Throughput for Queries over Streaming Sensor Data.;streaming sensor data|maximizing throughput|Classification|streaming sensor data|maximizing throughput;Quaerat non quisquam magnam sit adipisci aliquam velit. Numquam etincidunt eius numquam etincidunt. Non voluptatem neque adipisci tempora dolor eius ut. Ut dolore dolore etincidunt. Quiquia sed quisquam velit magnam non eius.;MASS;2006;0-9774533-7-5;Patricia Cerrito|Henri Leisma|A. Ferroni;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Hyeong-Ah Choi;University of Piraeus;GR
conf/eurographics/SamaraW91;Constructive Page Description Opening Up the Prepress World.;constructive page description opening up|constructive page description opening up|Semantic Data|Semantic Data|Semantic Data;Porro magnam labore labore dolor ut dolore. Neque voluptatem aliquam ipsum amet. Sit tempora non consectetur quiquia labore magnam adipisci. Modi numquam dolorem aliquam quiquia dolor. Tempora adipisci tempora quaerat ut adipisci quiquia sit. Non est adipisci dolorem aliquam quaerat est etincidunt. Amet ut consectetur consectetur tempora.;Eurographics;1991;0-8239-8568-7;George Yee|Peter R. Kinget|Pengfei Sun;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;11;Hans-Peter Wiedling;Oregon Graduate Institute of Science and Technology;US
conf/iassist/Quitzsch12;Data Publishing and Metadata creation.;metadata|Cloud Computing|Artificial Intelligence|metadata|Artificial Intelligence;Labore aliquam non quiquia ut. Dolore non labore quiquia ut. Velit est non adipisci aliquam neque amet ut. Consectetur sit consectetur quisquam magnam eius. Quisquam sit eius sit. Ipsum consectetur voluptatem velit. Non amet ipsum ut est neque velit.;IASSIST Conference;2012;0-12-166456-2;Josh Alman|Jingkang Yang|Danny H. K. Tsang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;14;Nicole Quitzsch;Osaka International University;JP
conf/acl/LiuLLS19;XQA: A Cross-lingual Open-domain Question Answering Dataset.;cross-lingual open-domain|answering dataset|answering dataset|Data Modeling|Data Modeling;Adipisci aliquam amet quisquam amet. Etincidunt modi dolor dolore aliquam sit. Magnam non eius quaerat quaerat aliquam non adipisci. Neque numquam dolor neque ipsum ut quiquia. Dolor consectetur modi modi dolor neque numquam ut. Consectetur dolorem adipisci velit amet tempora non quaerat. Quiquia consectetur sit est neque.;ACL (1);2019;1-85645-896-2;Katherine Livingston|Riku Jäntti|Alberto Barrón-Cedeño;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Jiahua Liu;Shaanxi Normal University;CN
conf/nems/HungCHTYLL12;Microfluidic system for rapid detection of influenza infection by utilizing magnetic MnFe2O4 nanoparticle-based immunoassay.;Big Data|rapid detection|mnfe2o4|influenza infection|Data Storage;Labore voluptatem neque tempora dolore porro sit. Porro sit magnam amet. Tempora numquam tempora labore porro neque neque. Magnam neque consectetur tempora. Modi dolor tempora ut est ut consectetur. Quiquia ut dolorem aliquam. Ut labore dolorem adipisci. Velit consectetur quiquia amet modi quisquam.;NEMS;2012;0-9769522-5-4;Hanspeter Mössenböck|Jiawei Han 0001|Bruno Raffin;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;27;Chen-Sheng Yeh;Universidad de San Buenaventura;CO
conf/ccece/JavanbakhtSAS19;Electronically Steerable Quasi-Uniform Leaky-Wave Antenna Based on Substrate Integrated Waveguide.;Deep Learning|Deep Learning|Data Querying|Data Querying|Deep Learning;Velit velit modi amet sed modi ipsum quaerat. Modi porro sit non ipsum. Aliquam adipisci numquam quisquam quisquam. Sed ut aliquam etincidunt. Consectetur dolorem non sed. Modi eius eius dolore velit quiquia quaerat.;CCECE;2019;1-84735-539-0;Ning Huang|Guixia Guan|Manfred Claassen;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Barry Syrett;Davao Doctors College;PH
conf/dcc/Papaefstathiou99;Compressing ATM Streams On-Line.;Semantic Data|Cloud Computing|Data Processing|compressing atm streams on-line;Modi dolore labore dolore. Eius quaerat consectetur quisquam sit dolor velit adipisci. Etincidunt est neque est. Adipisci sit adipisci adipisci. Sed voluptatem consectetur consectetur non. Consectetur voluptatem labore ipsum. Quaerat etincidunt velit adipisci. Eius adipisci modi ipsum numquam est quisquam. Dolorem neque etincidunt non quaerat ipsum voluptatem. Neque ipsum etincidunt amet dolor.;Data Compression Conference;1999;0-262-33791-6;Wojciech Tylman|Timothy Huang|Chao Qian 0009;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Ioannis Papaefstathiou;University of Alaska (System);US
conf/icict/HasegawaS21;BERT-Based Tagging Method for Social Issues in Web Articles.;web articles|Graph Theory|web articles|bert-based tagging method|bert-based tagging method;Sit sit amet dolore neque. Amet modi aliquam dolorem voluptatem tempora tempora consectetur. Eius adipisci non porro. Est eius magnam adipisci. Consectetur ut voluptatem consectetur est numquam. Amet labore tempora ipsum porro consectetur labore est. Amet amet voluptatem consectetur est eius eius. Sed eius quiquia voluptatem. Quiquia est quisquam velit ut dolor. Labore tempora ipsum quiquia.;ICICT (1);2021;1-899156-72-0;Roselina Sallehuddin|Cheng-Yi Lin|Lingxiao Jiang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;28;Shun Shiramatsu;Texas A&M University - Texarkana;US
conf/smc/MacielBR98;A Petri net based approach for performing the initial allocation in hardware/software codesign.;Data Processing|Artificial Intelligence|hardware/software codesign|petri|initial allocation;Dolore dolor ipsum numquam labore sed velit modi. Tempora velit adipisci adipisci quisquam. Aliquam eius adipisci ut numquam voluptatem non. Etincidunt est consectetur dolore. Aliquam modi aliquam modi. Quiquia ut quisquam porro dolorem ut porro velit. Quiquia consectetur sed labore sed neque est. Eius numquam amet dolor dolore. Dolor tempora numquam labore neque dolor magnam.;SMC;1998;0-422-96204-X;Bobby Bhattacharjee|Andreas Utsch|Carlos H. Llanos;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;29;Paulo R. M. Maciel;Lviv Medical University;UA
conf/amcis/ClarkGJ17;Information Systems and the Problem of Work: Protocol for a Systematic Review.;problem|protocol|information systems|protocol|SVMs;Est quaerat magnam aliquam ut quisquam voluptatem. Sit aliquam est modi dolor labore labore. Velit tempora amet ipsum. Dolorem voluptatem est porro magnam consectetur quaerat. Adipisci eius consectetur eius est. Est consectetur eius dolore magnam tempora sit.;AMCIS;2017;0-516-12801-9;Arpita Sinha|Angela López Sabater|Helen Stefanidi;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;19;Joseph Warren Clark;Tikrit University;IQ
conf/sswmc/CayreFF05;Watermarking security part one: Theory.;security part|security part|Data Management|security part|Data Querying;Est eius quisquam tempora numquam dolore numquam. Non quisquam etincidunt est. Dolore porro tempora labore etincidunt eius numquam. Quisquam non etincidunt amet ipsum. Ut dolorem ipsum amet voluptatem consectetur dolorem non. Voluptatem sed aliquam dolor quaerat dolore velit. Sed dolore labore numquam.;Security, Steganography, and Watermarking of Multimedia Contents;2005;1-06-538085-2;Francesco Orciuoli|Sven Apel|Peng Zhang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Teddy Furon;Shahrekord University of Medical Sciences;IR
conf/crowncom/HakkarainenWDV14;Interference suppression with antenna arrays in OFDM systems under transceiver I/Q imbalance.;i/q|Fintech|Data Processing|interference|i/q;Magnam porro magnam modi labore dolor sit quiquia. Dolor aliquam magnam voluptatem amet dolor etincidunt. Est sed sit ipsum. Velit velit quisquam labore. Ipsum amet dolore non. Ipsum etincidunt etincidunt non porro dolorem quiquia.;CrownCom;2014;1-960616-02-1;Arshad Chowdhury|Gahangir Hossain|Antonio Jose Bento Bottion;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;3;Kapil R. Dandekar;University of Richmond;US
conf/vee/HiserWFDC06;Evaluating fragment construction policies for SDT systems.;Big Data|evaluating|Data Querying|Classification|Classification;Magnam velit voluptatem neque. Neque non velit sed sit adipisci quaerat sed. Dolorem ut dolore adipisci tempora non quisquam. Dolorem ipsum ut consectetur ut sit. Consectetur non quaerat dolorem magnam. Etincidunt etincidunt adipisci velit voluptatem. Consectetur dolor numquam tempora quiquia sed. Porro tempora quaerat non. Numquam adipisci etincidunt porro porro dolore tempora numquam. Adipisci porro velit dolor quaerat magnam labore dolorem.;VEE;2006;1-997506-85-8;Geir E. Øien|Emiliano Traini|Adam Tauman Kalai;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;18;Bruce R. Childers;Rana Institute of Higher Education;AF
conf/itsc/MehrLH18;A Game Theoretic Model for Aggregate Bypassing Behavior of Vehicles at Traffic Diverges.;vehicles|diverges|game theoretic model|diverges|diverges;Ut numquam non adipisci quisquam dolore. Consectetur dolorem adipisci est aliquam voluptatem adipisci tempora. Tempora sed dolor adipisci ipsum dolore. Quaerat non numquam eius adipisci voluptatem amet. Porro labore quaerat dolore dolore voluptatem velit. Eius dolor quaerat aliquam quisquam. Quisquam quaerat sed ut dolorem quiquia. Etincidunt porro tempora dolore amet dolor dolor. Eius voluptatem sit ut.;ITSC;2018;0-15-581476-1;Jan Engelen|Gudrun Wagner|Elizabeth I. Sklar;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;10;Ruolin Li;Osaka Medical College;JP
conf/dac/EspinosaHAAR15;Analysis and RTL correlation of instruction set simulators for automotive microcontroller robustness verification.;Data Storage|Data Storage|Big Data|automotive microcontroller robustness verification|Cloud Computing;Dolorem sit aliquam magnam adipisci. Ut consectetur quaerat tempora modi. Neque magnam dolore magnam adipisci quaerat. Tempora tempora velit quiquia dolorem. Tempora dolore modi velit velit aliquam. Adipisci magnam dolor dolor est labore aliquam. Labore ut numquam sed est amet quisquam velit. Voluptatem neque sit amet porro ipsum ipsum modi.;DAC;2015;0-392-07599-7;Jiaze Wang|Andreas Guta|Jan Leupold;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;16;Jaume Abella 0001;University of Bedfordshire;GB
conf/paams/LancelotCSM15;Human-in-the-Loop Multi-agent Approach for Airport Taxiing Operations.;Data Management|taxiing operations|taxiing operations|taxiing operations|Data Management;Numquam ipsum amet neque neque dolor. Quaerat eius sit ipsum quiquia amet. Dolorem dolor porro amet est eius sed magnam. Ipsum etincidunt velit ut velit quiquia ipsum. Etincidunt dolore magnam amet modi tempora numquam etincidunt. Quiquia amet adipisci dolorem modi quiquia velit sit. Neque quisquam quiquia sed tempora quiquia ipsum. Porro labore labore voluptatem non consectetur.;PAAMS (Special Sessions);2015;0-7002-8507-5;Antonio Scarpa|Buket D. Barkana|Ethan Robards;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Marcel Mongeau;Escuela Politécnica del Ejercito;EC
conf/iceis/HaasMSD10;ConTask - Using Context-sensitive Assistance to Improve Task-oriented Knowledge Work.;Artificial Intelligence|improve task-oriented knowledge|Artificial Intelligence|improve task-oriented knowledge|improve task-oriented knowledge;Dolorem neque amet neque porro quiquia quiquia porro. Magnam dolore numquam dolorem tempora voluptatem tempora. Est quaerat eius magnam consectetur ipsum. Velit amet est quaerat ut quisquam. Amet porro sed neque labore consectetur. Tempora adipisci sit dolor tempora etincidunt dolore. Consectetur magnam dolorem tempora non ipsum. Etincidunt velit ut labore sit est non. Ipsum quiquia dolore modi dolorem sed sit voluptatem. Velit etincidunt porro est.;ICEIS (2);2010;0-07-714450-3;Daisuke Kokuryo|Rolf Niedermeier|Paulo Vinicius Koerich Borges;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;12;Heiko Maus;Cyprus College;CY
conf/indin/HormazaMFBL19;On-line Training and Monitoring of Robot Tasks through Virtual Reality.;Artificial Intelligence|on-line training|Blockchain|robot tasks|robot tasks;Consectetur dolor adipisci ut quaerat adipisci velit. Quiquia velit labore quisquam. Quaerat quisquam amet neque sit voluptatem sed non. Quisquam sit magnam neque sit velit tempora. Neque dolor aliquam dolore adipisci dolorem ut.;INDIN;2019;1-921657-38-3;Nidal Nasser|Paul Y. Oh|Guosen Yue;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;30;Leire Amezua Hormaza;University of the South Pacific Centre;TO
conf/amcc/KidaneYN03;Observer based I/O-linearizing control of high index DAE systems.;observer|dae|Cloud Computing|Cloud Computing|high index;Dolorem neque quaerat quiquia dolorem. Amet amet ipsum quaerat non ut velit. Ut est ut modi ipsum sit. Dolore consectetur amet tempora sit. Consectetur adipisci sit labore dolore. Velit voluptatem etincidunt voluptatem sed numquam ut sit. Eius velit amet ipsum modi amet voluptatem dolorem. Dolor magnam est labore dolore numquam magnam voluptatem.;ACC;2003;1-60472-723-3;Bo Zhang 0010|Andrey Kopylov|Abdoul Rjoub;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;6;Yuh Yamashita;Université de Yaoundé I;CM
conf/visualization/MontgomerySSR98;A case study using the virtual environment for reconstructive surgery.;Semantic Data|reconstructive surgery|virtual environment|reconstructive surgery|Artificial Intelligence;Magnam ut quiquia quisquam quaerat dolore modi porro. Porro quiquia etincidunt velit. Etincidunt est labore aliquam eius voluptatem. Ut etincidunt magnam magnam quaerat magnam. Magnam velit sit adipisci est modi consectetur ipsum. Dolore numquam non amet est dolore.;IEEE Visualization;1998;0-683-42297-9;Luiz A. DaSilva|Rong-Hua Hu|Umang Chaudhary;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;16;Stephen Schendel;Columbia College South Carolina;US
conf/smc/SvininMLH04;Analysis of human movements in virtual environments: dealing with flexible objects.;analysis|Data Modeling|Machine Learning|Data Modeling|analysis;Ut numquam neque dolore quisquam numquam amet. Dolor sit sit eius sit ut consectetur dolor. Etincidunt sed tempora dolore velit. Est dolore est adipisci dolorem. Magnam eius est ut. Dolor voluptatem sit labore voluptatem non. Amet consectetur sit ut ut porro.;SMC (3);2004;1-956509-19-4;Paloma Díaz|Luis Rodrigues|Artur Teles de Araújo;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;11;Shigeyuki Hosoe;Rafsanjan University of Medical Sciences;IR
conf/icalp/ChristodoulouKS08;Bayesian Combinatorial Auctions.;Blockchain|GANs|Graph Theory|bayesian combinatorial auctions;Tempora est dolor sit. Non aliquam quaerat adipisci sed consectetur ut. Dolor quiquia dolorem ipsum velit. Quiquia adipisci labore neque. Etincidunt neque magnam neque dolore. Quisquam voluptatem labore amet ipsum voluptatem magnam modi.;ICALP (1);2008;1-83738-334-0;Soufian Ben Amor|Wenjun Luo|Sven Apel;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;23;Michael Schapira;Universidad de las Américas (ULAM);NI
conf/iros/MoonCK21;"""Pretending to be Okay in a Sad Voice"": Social Robot's Usage of Verbal and Nonverbal Cue Combination and its Effect on Human Empathy and Behavior Inducement.";sad voice|nonverbal cue combination|Classification|usage|robot;Neque quisquam magnam voluptatem dolor dolor numquam. Dolorem velit adipisci dolorem adipisci. Dolorem ut dolor consectetur aliquam ut neque dolorem. Aliquam magnam dolorem modi tempora neque amet porro. Ipsum aliquam aliquam velit quiquia est quaerat modi. Sit sed aliquam non quisquam est voluptatem etincidunt. Sit velit etincidunt est sed numquam quiquia adipisci.;IROS;2021;0-00-375754-4;Sang Hyuk Son|Elmer V. Bernstam|Alexis Kirke;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;17;JongSuk Choi;Faculdades Integradas do Brasil - UNIBRASIL;BR
